title,author,description,clean_desc,genres,desc_length,rating,num_ratings,reviews,isbn
Death and the Maiden,Frank Tallis,"Ida Rosenkranz is top diva at the Vienna Opera, but sheâ€™s gone silent for good after an apparent laudanum overdose. Learning of her professional rivalries and her scandalous affairs with older men, Detective Inspector Oskar Rheinhardt and Dr. Max Liebermann suspect foul play instead. Their investigation leads them into dark and dangerous conflicts with Gustav Mahler, the operaâ€™s imperious director, who is himself the target of a poison pen campaign, and Karl Lueger, Viennaâ€™s powerful and anti-Semitic mayor. As the peril escalates, Rheinhardt grows further into his role as family man, while Liebermann finds himself at odds with his inamorata, Amelia, whoâ€™s loosening both her corset and her tongue in the new feminist movement.",ida rosenkranz is top diva at the vienna opera but shes gone silent for good after an apparent laudanum overdose learning of her professional rivalries and her scandalous affairs with older men detective inspector oskar rheinhardt and dr max liebermann suspect foul play instead their investigation leads them into dark and dangerous conflicts with gustav mahler the operas imperious director who is himself the target of a poison pen campaign and karl lueger viennas powerful and antisemitic mayor as the peril escalates rheinhardt grows further into his role as family man while liebermann finds himself at odds with his inamorata amelia whos loosening both her corset and her tongue in the new feminist movement,"['Mystery', 'Historical', 'Historical Fiction', 'Fiction', 'Mystery', 'Historical Mystery', 'Mystery', 'Crime', 'Historical', 'Thriller', 'Mystery Thriller', 'Music', 'Mystery', 'Murder Mystery', 'Suspense']",714,3.96,715,91,812983343
Bloodline,James Rollins,"James Rollins takes you to the edge of modern medicine, genetics, and technology, revealing the next evolutionary leap forward: Immortality â€” a future conceived through the monstrous ingenuity of man...,Galilee, 1025. A cunning Templar knight uncovers a holy treasure: the Bachal Isu â€” the staff of Jesus Christ â€” a priceless icon that holds a mysterious and terrifying power that will forever change humanity if unleashed.,A millennium later, Somali pirates hijack a yacht off the coast off the Horn of Africa, kidnapping a young pregnant American woman and brutally killing her husband. Painter Crowe and his SIGMA team are enlisted for the top secret rescue mission. The kidnapped woman is Amanda Gant-Bennett, the daughter of U.S. president James Gant. Crowe is more than a little suspicious that the kidnapping masks a far more nefarious plot.,In the field, Commander Gray Pierce leads his small team of operatives into the treacherous African jungle to find the missing woman. But what should be a straightforward rescue turns into a fiery ambush and a deadly act of betrayal. As Commander Pierce and his team discover, the hostage is a pawn in a shattering act of terrorism with dark and shocking repercussions. And the danger is only beginning...",james rollins takes you to the edge of modern medicine genetics and technology revealing the next evolutionary leap forward immortality a future conceived through the monstrous ingenuity of mangalilee 1025 a cunning templar knight uncovers a holy treasure the bachal isu the staff of jesus christ a priceless icon that holds a mysterious and terrifying power that will forever change humanity if unleasheda millennium later somali pirates hijack a yacht off the coast off the horn of africa kidnapping a young pregnant american woman and brutally killing her husband painter crowe and his sigma team are enlisted for the top secret rescue mission the kidnapped woman is amanda gantbennett the daughter of us president james gant crowe is more than a little suspicious that the kidnapping masks a far more nefarious plotin the field commander gray pierce leads his small team of operatives into the treacherous african jungle to find the missing woman but what should be a straightforward rescue turns into a fiery ambush and a deadly act of betrayal as commander pierce and his team discover the hostage is a pawn in a shattering act of terrorism with dark and shocking repercussions and the danger is only beginning,"['Thriller', 'Fiction', 'Adventure', 'Mystery', 'Action', 'Thriller', 'Mystery Thriller', 'Suspense', 'Science Fiction', 'Historical', 'Historical Fiction', 'Audiobook']",1216,4.21,23211,1268,61784796
Grave Memory,Kalayna Price,"When the dead need to talk, Alex Craft is always ready to listenâ€¦,As a Grave Witch, Alex solves murders by raising the deadâ€”an ability that comes at a cost, and after her last few cases, that cost is compounding. But her magic isnâ€™t the only thing causing havoc in her life. While sheâ€™s always been on friendly terms with Death himself, things have recently become a whole lot more close and personal. Then thereâ€™s her sometime partner, agent Falin Andrews, who is under the glamour of the Winter Queen. To top everything off, her best friend has been forever changed by her time spent captive in Faerie.,But the personal takes a backseat to the professional when a mysterious suicide occurs in Nekros City and Alex is hired to investigate. The shade she raises has no memory of the days leading up to his brutal ending, so despite the very public apparent suicide, this is murder. But what kind of magic can overcome the human will to survive? And why does the shade lack the memory of his death? Searching for the answer might mean Alex wonâ€™t have a life to remember at allâ€¦",when the dead need to talk alex craft is always ready to listenas a grave witch alex solves murders by raising the deadan ability that comes at a cost and after her last few cases that cost is compounding but her magic isnt the only thing causing havoc in her life while shes always been on friendly terms with death himself things have recently become a whole lot more close and personal then theres her sometime partner agent falin andrews who is under the glamour of the winter queen to top everything off her best friend has been forever changed by her time spent captive in faeriebut the personal takes a backseat to the professional when a mysterious suicide occurs in nekros city and alex is hired to investigate the shade she raises has no memory of the days leading up to his brutal ending so despite the very public apparent suicide this is murder but what kind of magic can overcome the human will to survive and why does the shade lack the memory of his death searching for the answer might mean alex wont have a life to remember at all,"['Fantasy', 'Urban Fantasy', 'Fantasy', 'Fantasy', 'Paranormal', 'Fantasy', 'Magic', 'Fairies', 'Fae', 'Paranormal', 'Witches', 'Romance', 'Romance', 'Paranormal Romance', 'Paranormal', 'Ghosts', 'Mystery']",1048,4.15,17342,931,451464591
Heirs and Graces,Rhys Bowen,"As thirty-fifth in line for the throne, Lady Georgiana Rannoch may not be the most sophisticated young woman, but she knows her table manners. It's forks on the left, knives on the right, not in His Majesty's back., Here I am thinking the education I received at my posh Swiss finishing school would never come in handy. And while it hasn't landed me a job, or a husband, it has convinced Her Majesty the Queen, and the Dowager Duchess to enlist my help. I have been entrusted with grooming Jack Altringham, the Duke's newly discovered heir fresh from the Outback of Australia, for high society., The upside is I am to live in luxury at one of England's most gorgeous stately homes. But upon arrival at Kingsdowne Place, my dearest Darcy has been sent to fetch Jack, leaving me stuck in a manor full of miscreants...none of whom are too pleased with the discovery of my new ward.,And no sooner has the lad been retrieved than the Duke announces he wants to choose his own heir. With the house in a hubbub over the news, Jack's hunting knife somehow finds its way into the Duke's back. Eyes fall, backs turn, and fingers point to the young heir. As if the rascal wasn't enough of a handful, now he's suspected of murder. Jack may be wild, but I'd bet the crown jewels it wasn't he who killed the Duke...",as thirtyfifth in line for the throne lady georgiana rannoch may not be the most sophisticated young woman but she knows her table manners its forks on the left knives on the right not in his majestys back here i am thinking the education i received at my posh swiss finishing school would never come in handy and while it hasnt landed me a job or a husband it has convinced her majesty the queen and the dowager duchess to enlist my help i have been entrusted with grooming jack altringham the dukes newly discovered heir fresh from the outback of australia for high society the upside is i am to live in luxury at one of englands most gorgeous stately homes but upon arrival at kingsdowne place my dearest darcy has been sent to fetch jack leaving me stuck in a manor full of miscreantsnone of whom are too pleased with the discovery of my new wardand no sooner has the lad been retrieved than the duke announces he wants to choose his own heir with the house in a hubbub over the news jacks hunting knife somehow finds its way into the dukes back eyes fall backs turn and fingers point to the young heir as if the rascal wasnt enough of a handful now hes suspected of murder jack may be wild but id bet the crown jewels it wasnt he who killed the duke,"['Mystery', 'Historical', 'Historical Fiction', 'Fiction', 'Historical', 'Mystery', 'Historical Mystery', 'Mystery', 'Cozy Mystery', 'Audiobook', 'European Literature', 'British Literature', 'Romance', 'Thriller', 'Mystery Thriller']",1254,3.96,10429,798,042526002X
A Girl Named Digit,Annabel Monaghan,"Farrah ""Digit"" Higgins may be going to MIT in the fall, but this L.A. high school geniusÂ has left her geek self behind in another school district so she can blend in with theÂ popular crowd at Santa Monica High and actually ,enjoy, her senior year.Â But when Farrah, the daughter of a UCLA math professor,Â unknowingly cracks a terroristÂ group's number sequence, her laid-back senior year gets a lot more interesting. Soon she is personally investigating the case, on the run from terrorists, and faking her own kidnapping-- all while trying to convince a young, hot FBI agent to take her seriously. So much for blending in . . .",farrah digit higgins may be going to mit in the fall but this la high school genius has left her geek self behind in another school district so she can blend in with the popular crowd at santa monica high and actually enjoy her senior year but when farrah the daughter of a ucla math professor unknowingly cracks a terrorist groups number sequence her laidback senior year gets a lot more interesting soon she is personally investigating the case on the run from terrorists and faking her own kidnapping all while trying to convince a young hot fbi agent to take her seriously so much for blending in,"['Young Adult', 'Romance', 'Mystery', 'Contemporary', 'Spy Thriller', 'Espionage', 'Adventure', 'Womens Fiction', 'Chick Lit', 'Young Adult', 'High School', 'Realistic Fiction', 'Young Adult', 'Teen']",600,3.86,4897,489,054766852X
Unlovable,Sherry Gammon,"Port Fare, New York, has fallen into the clutches of true evil. The Dreser brothers have arrived with a scheme to increase drug sales in the area by whatever means possible. Seth Prescott is part of MET (Mobile Enforcement Teams) a branch of the DEA (Drug Enforcement Administration). He's been assigned to work undercover at Port Fare High, and things aren't going very well, until senior Maggie Brown enters the equation. He's harbored a secret crush on her from day one, and now that she is in the center of the case, he's trying to stay clear and objective while walking the line between business and unrequited love.,Maggie is truly the poster child for Heroin Chic, complete with jutting bones and dark-ringed eyes, but is she an addict, or is there another reason for her appearance? She struggles with her feelings for Seth, fearing he is just another person who will eventually let her down, as everyone in her life has done thus far.,Maggie has spent her life caring for her alcoholic mother. A task that has left her heavily burdened and alone. Before long, her mother's health takes a turn for the worst, sending Maggie's life into a tale-spin.,While Seth works relentlessly to inject fear into the dealers and flush them out into the open, Maggie fights to stay alive as the hunt turns deadly.,Seth and Maggie's romantic journey is one of humor, heartbreak, and self-discovery.",port fare new york has fallen into the clutches of true evil the dreser brothers have arrived with a scheme to increase drug sales in the area by whatever means possible seth prescott is part of met mobile enforcement teams a branch of the dea drug enforcement administration hes been assigned to work undercover at port fare high and things arent going very well until senior maggie brown enters the equation hes harbored a secret crush on her from day one and now that she is in the center of the case hes trying to stay clear and objective while walking the line between business and unrequited lovemaggie is truly the poster child for heroin chic complete with jutting bones and darkringed eyes but is she an addict or is there another reason for her appearance she struggles with her feelings for seth fearing he is just another person who will eventually let her down as everyone in her life has done thus farmaggie has spent her life caring for her alcoholic mother a task that has left her heavily burdened and alone before long her mothers health takes a turn for the worst sending maggies life into a talespinwhile seth works relentlessly to inject fear into the dealers and flush them out into the open maggie fights to stay alive as the hunt turns deadlyseth and maggies romantic journey is one of humor heartbreak and selfdiscovery,"['Young Adult', 'Romance', 'Contemporary', 'Sociology', 'Abuse', 'Young Adult', 'High School', 'Realistic Fiction', 'New Adult', 'Young Adult', 'Young Adult Romance', 'Romance', 'Contemporary Romance', 'Romance', 'Romantic Suspense']",1344,4.03,6412,441,
A Raging Storm,Richard Castle,"
  ,
  ,The second piece of the Derrick Storm trilogy from #1 New York Times bestselling author Richard Castle, available exclusively as an eBook short.,
  ,
,Days after being brought out of retirement to investigate a kidnapping, Derrick Storm has a dead US senator on his hands, an assassin to track down, and nearly six billion dollars' worth of gold bars--hidden by the Communist Party somewhere in the former USSR--to uncover. Teaming up again with FBI agent April Showers, Storm must talk to Ivan Petrov, a secretive millionaire who has ties to the assassination, coordinates for the gold, and a mole leaking information to the Russian government from within his inner circle. And while the CIA mission is getting heated, it's nothing compared to the growing sexual tension between Storm and Showers...",the second piece of the derrick storm trilogy from 1 new york times bestselling author richard castle available exclusively as an ebook short days after being brought out of retirement to investigate a kidnapping derrick storm has a dead us senator on his hands an assassin to track down and nearly six billion dollars worth of gold barshidden by the communist party somewhere in the former ussrto uncover teaming up again with fbi agent april showers storm must talk to ivan petrov a secretive millionaire who has ties to the assassination coordinates for the gold and a mole leaking information to the russian government from within his inner circle and while the cia mission is getting heated its nothing compared to the growing sexual tension between storm and showers,"['Mystery', 'Fiction', 'Thriller', 'Mystery', 'Crime', 'Short Stories', 'Adventure', 'Suspense', 'Adult', 'Action', 'Spy Thriller', 'Espionage']",772,3.74,4233,248,1401304672
The Last Witness,Joel Goldman,"Whatâ€™s it like to be a target for murder? Every step you take, every sigh you make â€“ could be your last. Could you outsmart a desperate killer?, , ,Just as his life has returned to normal, Lou Masonâ€™s surrogate father, Homicide Detective Harry Ryman, arrests his best friend, ex-cop Wilson â€˜Bluesâ€™ Bluestone, Jr. on murder charges. Mason rolls in like a freight train to defend Blues uncovers dark and terrible secrets â€“ secrets worth killing for. As his investigation closes in on the killer, the hunter becomes the huntedâ€¦and all Hell breaks loose. , ,Lou Mason is back in ,The Last Witness, and this time, itâ€™s personal. Our sexy, brilliant, and flawed trial lawyer unwittingly becomes the sole focus of a brutal killer. Witness this second thrilling installment in the Lou Mason series. , ,Enter the dangerous and dark world of this fast-paced legal thriller that moves the reader relentlessly through twists and turns to a shocking end. , , Buy your copy of ,The Last Witness, today!  , ,Did you miss the other suspense-laden Lou Mason books? Get ,Motion to Kill, Cold Truth, Deadlocked,, and ,Final Judgment, now for non-stop thrills and twists. , ,If you love the twists, turns, and edge-of-your-seat suspense delivered in John Grishamâ€™s legal thrillers youâ€™ll rave about ,Last Witness, by Joel Goldman. , ,"",Fast, furious and thoroughly enjoyable, The Last Witness is classic and classy noir for our time, filled with great characters and sharp, stylish writing,."" Jeffery Deaver, author of ,The Vanished Man, and ,The Stone Monkey, , ,â€œThe Last Witness ,is an old fashioned, '40s, tough guy detective story set in modern times. There's a lot of action, loads of suspects, and plenty of snappy dialogue. It's a fun read from beginning to end,."" --Phillip Margolin, author of ,The Associate and Wild Justice, , ,â€œ,Joel Goldman has written another fast-paced legal thriller. Find a comfortable chair and plan to stay up late,."" Sheldon Siegel, author of ,The Special Circumstances and Criminal Intent, , ,â€œThe Last Witness ,is a legal thriller written the way criminal law should be practiced: from the gut...one of the premier crime novels of the year,."" Jeremiah Healy, author of ,Turnabout and Spiral, , ,Stunned by the non-stop action and crazy twists in the Lou Mason books? Then you wonâ€™t want to miss the 3 Jack Davis Thrillers: ,Shake Down, The Dead Man,, and ,No Way Out,. Oh, and donâ€™t forget to buy ,Stone Cold,, the first in Goldmanâ€™s chilling Alex Stone Thriller Series. Clear your schedule â€¦ you wonâ€™t want to put these down!",whats it like to be a target for murder every step you take every sigh you make could be your last could you outsmart a desperate killer just as his life has returned to normal lou masons surrogate father homicide detective harry ryman arrests his best friend excop wilson blues bluestone jr on murder charges mason rolls in like a freight train to defend blues uncovers dark and terrible secrets secrets worth killing for as his investigation closes in on the killer the hunter becomes the huntedand all hell breaks loose lou mason is back in the last witness and this time its personal our sexy brilliant and flawed trial lawyer unwittingly becomes the sole focus of a brutal killer witness this second thrilling installment in the lou mason series enter the dangerous and dark world of this fastpaced legal thriller that moves the reader relentlessly through twists and turns to a shocking end buy your copy of the last witness today did you miss the other suspenseladen lou mason books get motion to kill cold truth deadlocked and final judgment now for nonstop thrills and twists if you love the twists turns and edgeofyourseat suspense delivered in john grishams legal thrillers youll rave about last witness by joel goldman fast furious and thoroughly enjoyable the last witness is classic and classy noir for our time filled with great characters and sharp stylish writing jeffery deaver author of the vanished man and the stone monkey the last witness is an old fashioned 40s tough guy detective story set in modern times theres a lot of action loads of suspects and plenty of snappy dialogue its a fun read from beginning to end phillip margolin author of the associate and wild justice joel goldman has written another fastpaced legal thriller find a comfortable chair and plan to stay up late sheldon siegel author of the special circumstances and criminal intent the last witness is a legal thriller written the way criminal law should be practiced from the gutone of the premier crime novels of the year jeremiah healy author of turnabout and spiral stunned by the nonstop action and crazy twists in the lou mason books then you wont want to miss the 3 jack davis thrillers shake down the dead man and no way out oh and dont forget to buy stone cold the first in goldmans chilling alex stone thriller series clear your schedule you wont want to put these down,"['Mystery', 'Thriller', 'Fiction', 'Thriller', 'Legal Thriller', 'Suspense', 'Mystery', 'Crime', 'Mystery', 'Detective', 'Thriller', 'Mystery Thriller']",2373,4.18,1533,75,
The Key to The Name of the Rose: Including Translations of All Non-English Passages,"Adele J. Haft,Robert J. White,Jane G. White","Umberto Eco's ,The Name of the Rose, is a brilliant mystery set in a fictitious medieval monastery. The text is rich with literary, historical, and theoretical references that make it eminently re-readable. ,The Key, makes each reading fuller and more meaningful by helping the interested reader not merely to read but also to understand Eco's masterful work. Inspired by pleas from friends and strangers, the authors, each trained in Classics, undertook to translate and explain the Latin phrases that pepper the story. They have produced an approachable, informative guide to the book and its setting--the middle ages. ,The Key, includes an introduction to the book, the middle ages, Umberto Eco, and philosophical and literary theories; a useful chronology; and reference notes to historical people and events.Â The clear explanations of the historical setting and players will be useful to anyone interested in a general introduction to medieval history.,Adele J. Haft is Associate Professor of Classics, Hunter College, City University of New York. Jane G. White is chair of the Department of Languages, Dwight Englewood School. Robert J. White is Professor of Classics and Oriental Studies, Hunter College, City University of New York.",umberto ecos the name of the rose is a brilliant mystery set in a fictitious medieval monastery the text is rich with literary historical and theoretical references that make it eminently rereadable the key makes each reading fuller and more meaningful by helping the interested reader not merely to read but also to understand ecos masterful work inspired by pleas from friends and strangers the authors each trained in classics undertook to translate and explain the latin phrases that pepper the story they have produced an approachable informative guide to the book and its settingthe middle ages the key includes an introduction to the book the middle ages umberto eco and philosophical and literary theories a useful chronology and reference notes to historical people and events the clear explanations of the historical setting and players will be useful to anyone interested in a general introduction to medieval historyadele j haft is associate professor of classics hunter college city university of new york jane g white is chair of the department of languages dwight englewood school robert j white is professor of classics and oriental studies hunter college city university of new york,"['Nonfiction', 'Reference', 'Criticism', 'Literary Criticism', 'History', 'Literature', 'Academic', 'School', 'Mystery']",1199,3.81,287,38,472086219
A Summer of Drowning,John Burnside,"A terrifying and dream-like new novel from one of our greatest contemporary writers.,Â ,At a critical point in her career, painter Angelika Rossdal suddenly moves to Kvaloya, a small island deep in the Arctic Circle, to dedicate herself to the solitary pursuit of her craft. With her, she brings her young daughter, Liv, who grows up isolated and unable or unwilling to make friends her own age, spending much of her time alone, or with an elderly neighbour, Kyrre Jonsson, who beguiles her with old folk tales and stories about trolls, mermaids and -- crucially for the events that unfold in the summer of her eighteenth year -- about the ,huldra,, a wild spirit who appears in the form of an irresistibly beautiful girl, to lure young men to their doom.,Â ,Now twenty-eight, Liv looks back on her life and particularly to that summer when two boys drowned under mysterious circumstances in the still moonlit waters off the shores of Kvaloya. Were the deaths accidental, or were the boys, as Kyrre believes, lured to their deaths by a malevolent spirit? To begin with, Liv dismisses the old man's stories as fantasy, but as the summer continues and events take an even darker turn, she comes to believe that something supernatural is happening on the island. But is it? Or is Liv, a lonely girl who has spent her entire life in the shadow of her beautiful, gifted mother, slowly beginning to lose touch with reality?,Â ,Set in the white nights of an Arctic summer, the novel has the heightened, hallucinogenic atmosphere of a dream, but culminates in a moment of profound horror. Intensely imagined and exquisitely written, ,A Summer of Drowning, ,is a play of dark and light, of looking and seeing, that will hold and haunt every reader.",a terrifying and dreamlike new novel from one of our greatest contemporary writers at a critical point in her career painter angelika rossdal suddenly moves to kvaloya a small island deep in the arctic circle to dedicate herself to the solitary pursuit of her craft with her she brings her young daughter liv who grows up isolated and unable or unwilling to make friends her own age spending much of her time alone or with an elderly neighbour kyrre jonsson who beguiles her with old folk tales and stories about trolls mermaids and crucially for the events that unfold in the summer of her eighteenth year about the huldra a wild spirit who appears in the form of an irresistibly beautiful girl to lure young men to their doom now twentyeight liv looks back on her life and particularly to that summer when two boys drowned under mysterious circumstances in the still moonlit waters off the shores of kvaloya were the deaths accidental or were the boys as kyrre believes lured to their deaths by a malevolent spirit to begin with liv dismisses the old mans stories as fantasy but as the summer continues and events take an even darker turn she comes to believe that something supernatural is happening on the island but is it or is liv a lonely girl who has spent her entire life in the shadow of her beautiful gifted mother slowly beginning to lose touch with reality set in the white nights of an arctic summer the novel has the heightened hallucinogenic atmosphere of a dream but culminates in a moment of profound horror intensely imagined and exquisitely written a summer of drowning is a play of dark and light of looking and seeing that will hold and haunt every reader,"['Fiction', 'Horror', 'Magical Realism', 'Mystery', 'Literary Fiction', 'Novels', 'Gothic', 'Cultural', 'Scotland', 'Fantasy', 'Adult']",1677,3.58,782,143,022406178X
Missing,Lynette Eason,"Her daughter is the most important person in Lacey Gibson's world. So when the girl disappears, Lacey will do anything to find her. Even track down a man she hasn't seen in sixteen years--U.S. Marshall Mason Stone, the father of her child. ,Mason was perfectly content with his life until Lacey arrived. Her confession that their daughter--the daughter he didn't know they had--is missing shakes his carefully controlled world. But there's no time to adjust as they race to find their child, catch the kidnappers...and learn whether they can have a second chance at happily-ever-after. ",her daughter is the most important person in lacey gibsons world so when the girl disappears lacey will do anything to find her even track down a man she hasnt seen in sixteen yearsus marshall mason stone the father of her child mason was perfectly content with his life until lacey arrived her confession that their daughterthe daughter he didnt know they hadis missing shakes his carefully controlled world but theres no time to adjust as they race to find their child catch the kidnappersand learn whether they can have a second chance at happilyeverafter,"['Christian Fiction', 'Love Inspired', 'Love Inspired Suspense', 'Category Romance', 'Love Inspired', 'Romance', 'Christian', 'Mystery', 'Fiction', 'Suspense', 'Romance', 'Christian Romance', 'Romance', 'Romantic Suspense']",558,4.13,491,55,
The Shadow  Riders,Louis L'Amour,"Dal and Mac Traven left Texas young and idealistic. They came back from opposite sides of a living hell, a war that had torn the nation in two. They wanted only to reclaim their old livesâ€¦but one man held their future hostage.,Colonel Henry T. Ashford had gathered an army of criminals and renegade soldiers, leading them on a path of destruction and kidnapping through Texas to the Gulf. Among Ashfordâ€™s captives were the Travensâ€™ sister and Dalâ€™s tough-minded fiancÃ©e, Kate.,Now Mac and Dal must take up arms once again and ride together against Ashfordâ€™s armyâ€”ready to fight another war, if thatâ€™s what it takes to win the freedom of the women they love.",dal and mac traven left texas young and idealistic they came back from opposite sides of a living hell a war that had torn the nation in two they wanted only to reclaim their old livesbut one man held their future hostagecolonel henry t ashford had gathered an army of criminals and renegade soldiers leading them on a path of destruction and kidnapping through texas to the gulf among ashfords captives were the travens sister and dals toughminded fiance katenow mac and dal must take up arms once again and ride together against ashfords armyready to fight another war if thats what it takes to win the freedom of the women they love,"['Westerns', 'Fiction', 'Historical', 'Historical Fiction', 'Adventure', 'Action', 'Historical', 'Novels', 'Suspense', 'Adult Fiction', 'Romance']",635,4.01,3148,101,553231324
Against the Night,Kat Martin,"He knows what goes on in the dark.,She's got the face of an angel and the body ofâ€¦ well, isn't that what he'd expect from an exotic dancer? But there's something about this girl that Johnnie Riggs can't shake. The former army ranger is hot on the trail of an elusive drug lord, and suddenly very hot under the collar, as well.,Amy's got her own agenda to pursue: her sister is missing and Amy seems to be the only one who cares. She'll enlist Johnnie's help and do her best to ignore her growing attraction to finally get some answers. But when the two trails begin to converge and reveal something even more sinister than they imagined, their mutual desire is the least of their problems. They'll bring the truth to lightâ€¦or die trying.",he knows what goes on in the darkshes got the face of an angel and the body of well isnt that what hed expect from an exotic dancer but theres something about this girl that johnnie riggs cant shake the former army ranger is hot on the trail of an elusive drug lord and suddenly very hot under the collar as wellamys got her own agenda to pursue her sister is missing and amy seems to be the only one who cares shell enlist johnnies help and do her best to ignore her growing attraction to finally get some answers but when the two trails begin to converge and reveal something even more sinister than they imagined their mutual desire is the least of their problems theyll bring the truth to lightor die trying,"['Romance', 'Romance', 'Romantic Suspense', 'Suspense', 'Contemporary', 'Mystery', 'Romance', 'Contemporary Romance', 'Audiobook', 'Action', 'Thriller', 'Adult']",711,4.13,2623,165,778313190
The Hitman's Guide to Housecleaning,HallgrÃ­mur Helgason,"With some 66 hits under his belt, Tomislav BokÅ¡iÄ‡, or Toxic, has a flawless record as hitman for the Croatian mafia in New York. That is, until he kills the wrong guy and is forced to flee the States, leaving behind the life he knows and loves. Suddenly, he finds himself on a plane hurtling toward ReykjavÃ­k, Iceland, disguised as an American televangelist named Father Friendly. With no means of escape from this island devoid of gun shops, this island with absolutely no tradition for contract killing, he is forced to come to terms with his bloody past and reevaluate his future, to tragicomic effect. ,The Hitman's Guide to Housecleaning, is a story of mistaken identity, human destiny, and the forces of good and evil present within us all.",with some 66 hits under his belt tomislav boki or toxic has a flawless record as hitman for the croatian mafia in new york that is until he kills the wrong guy and is forced to flee the states leaving behind the life he knows and loves suddenly he finds himself on a plane hurtling toward reykjavk iceland disguised as an american televangelist named father friendly with no means of escape from this island devoid of gun shops this island with absolutely no tradition for contract killing he is forced to come to terms with his bloody past and reevaluate his future to tragicomic effect the hitmans guide to housecleaning is a story of mistaken identity human destiny and the forces of good and evil present within us all,"['Fiction', 'Mystery', 'Crime', 'Humor', 'Thriller', 'Mystery', 'European Literature', 'Scandinavian Literature', 'Contemporary', 'Humor', 'Comedy', 'Action', 'Novels']",722,3.3,3921,433,161109139X
Chosen,Barbara Elsborg,"Some crimes can never be forgotten...,Kate Evans doesnâ€™t take risks. She chose her apartment with careâ€”a safe district with a good neighborâ€”a place where she can live a quiet, unassuming, under-the-radar existence. Then she makes one mistake and opens her door to accept a delivery of flowers from a secret admirer and her life will never be the same again. A guy sheâ€™s never seen before bursts into her apartment and asks her to marry him. Jack Thompson wonâ€™t take no for an answer and drags Kate on a cross country journey to hell.,Invalided out of the police, Nathan Beranson works as a private investigator in San Antonio, Texas where he spends too much of his time following unfaithful spouses and delivering the bad news to their partners. When his fiancÃ©e cheats on him with Jack Thompson, the half-brother Nathanâ€™s only just met, he becomes obsessed with Jack in the same unhealthy way as his revenge-seeking clients. By the time Nathan finally realizes putting the ghosts of the past to rest is a wiser option than settling an old score, itâ€™s too late. Heâ€™s already been drawn into his siblingâ€™s latest deadly game and Nathan and Kate find their nightmare is only just beginning.",some crimes can never be forgottenkate evans doesnt take risks she chose her apartment with carea safe district with a good neighbora place where she can live a quiet unassuming undertheradar existence then she makes one mistake and opens her door to accept a delivery of flowers from a secret admirer and her life will never be the same again a guy shes never seen before bursts into her apartment and asks her to marry him jack thompson wont take no for an answer and drags kate on a cross country journey to hellinvalided out of the police nathan beranson works as a private investigator in san antonio texas where he spends too much of his time following unfaithful spouses and delivering the bad news to their partners when his fiance cheats on him with jack thompson the halfbrother nathans only just met he becomes obsessed with jack in the same unhealthy way as his revengeseeking clients by the time nathan finally realizes putting the ghosts of the past to rest is a wiser option than settling an old score its too late hes already been drawn into his siblings latest deadly game and nathan and kate find their nightmare is only just beginning,"['Dark', 'Suspense', 'Thriller', 'Sociology', 'Abuse', 'Contemporary', 'Romance', 'Romantic Suspense', 'Romance', 'Adult', 'Mystery', 'Mystery', 'Crime']",1153,3.86,1116,174,
